StudentID,IPK_4,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,PlacementStatus
2242,3,1,1,0,68,4.1,No,Yes,NotPlaced
2243,2.6,2,3,0,89,4.4,Yes,Yes,Placed
2244,3,1,2,0,79,3.8,No,No,NotPlaced
2245,2.96,0,1,1,69,4,No,Yes,NotPlaced
2246,3.2,1,2,1,83,4,Yes,Yes,Placed
2247,3.4,2,2,2,69,4.4,No,Yes,NotPlaced
2248,3.12,1,3,0,87,4.1,Yes,Yes,NotPlaced
2249,2.64,0,2,0,64,4.2,No,No,NotPlaced
2250,3.4,1,2,1,76,3.8,No,Yes,NotPlaced
2251,2.6,1,2,1,66,4.2,No,No,NotPlaced
2252,3.04,1,3,3,78,4.7,Yes,No,Placed
2253,3.08,1,1,1,75,4.6,No,Yes,NotPlaced
2254,3.2,2,3,0,90,4.4,Yes,Yes,Placed
2255,3.2,1,3,2,86,4.8,Yes,No,Placed
2256,2.72,1,2,0,75,4.5,Yes,Yes,NotPlaced
2257,3.28,1,3,2,79,4.1,Yes,Yes,Placed
2258,3.24,2,3,2,86,4.5,Yes,Yes,Placed
2259,3.32,1,2,0,82,4.6,Yes,Yes,Placed
2260,3.28,2,3,2,90,4.8,Yes,Yes,Placed
2261,3.04,1,2,0,85,4.6,No,Yes,NotPlaced
2262,2.6,1,2,0,76,4.2,No,Yes,NotPlaced
2263,3.32,1,2,1,84,4.7,Yes,Yes,NotPlaced
2264,2.96,0,1,0,85,3.9,No,Yes,NotPlaced
2265,3.04,1,2,0,77,4.1,No,Yes,Placed
2266,3.36,2,3,1,83,4.6,Yes,Yes,Placed
2267,2.96,1,1,0,74,4.1,No,Yes,NotPlaced
2268,3.2,1,1,0,77,3.9,Yes,Yes,Placed
2269,3.28,0,3,2,80,4.8,Yes,Yes,Placed
2270,3.28,1,2,2,89,4.3,Yes,Yes,Placed
2271,3.2,0,2,2,83,4.6,Yes,Yes,NotPlaced
2272,3.12,2,3,0,75,4.5,Yes,Yes,Placed
2273,3.2,1,2,1,80,3.4,Yes,Yes,NotPlaced
2274,2.6,2,2,2,79,4.4,No,No,Placed
2275,2.6,1,1,0,62,4,No,No,NotPlaced
2276,3.16,1,1,1,78,4.2,No,No,NotPlaced
2277,2.6,0,1,0,73,3.7,No,No,NotPlaced
2278,3.12,1,3,2,90,4.8,Yes,Yes,Placed
2279,3.12,1,2,0,72,4.5,No,Yes,NotPlaced
2280,3.2,2,3,2,87,4.5,Yes,Yes,Placed
2281,3.32,0,3,2,74,4.1,Yes,Yes,NotPlaced
2282,2.64,1,1,0,68,3.9,Yes,Yes,Placed
2283,3,1,3,1,78,4,No,No,NotPlaced
2284,3.04,1,1,1,70,4.5,No,No,NotPlaced
2285,3.08,0,1,0,65,3.9,No,No,NotPlaced
2286,2.96,1,2,0,80,4.3,No,Yes,NotPlaced
2287,3.4,1,1,0,75,4.2,Yes,Yes,NotPlaced
2288,3,1,2,1,67,3.3,No,Yes,NotPlaced
2289,3.04,1,3,0,82,4.8,Yes,Yes,Placed
2290,3.2,1,2,1,80,4.2,Yes,No,NotPlaced
2291,3.48,1,3,2,80,4.7,Yes,Yes,Placed
2292,2.6,0,2,0,76,3.6,No,Yes,NotPlaced
2293,3.28,1,3,2,76,4.4,Yes,Yes,NotPlaced
2294,2.6,1,1,0,80,4.4,No,Yes,NotPlaced
2295,3.36,2,3,2,90,4.5,Yes,No,Placed
2296,3.16,2,1,2,81,4.8,Yes,No,Placed
2297,3.04,1,2,0,71,4.1,No,No,NotPlaced
2298,3,1,1,1,73,4.2,Yes,Yes,NotPlaced
2299,3,1,1,1,62,4.3,No,No,NotPlaced
2300,3.36,0,1,1,67,4.1,No,No,Placed
2301,3.52,0,3,0,82,4.8,Yes,Yes,Placed
2302,3.2,1,3,3,90,4.8,Yes,Yes,Placed
2303,3.44,2,3,2,90,4.5,Yes,Yes,Placed
2304,3.36,2,3,2,90,4.8,Yes,Yes,NotPlaced
2305,3.28,1,3,2,90,3.6,Yes,Yes,Placed
2306,2.92,1,1,1,64,4.1,No,No,NotPlaced
2307,2.6,1,2,2,75,4.1,Yes,Yes,Placed
2308,2.96,1,1,1,63,3.6,No,No,NotPlaced
2309,3.2,2,1,0,77,4.5,No,Yes,NotPlaced
2310,3.16,1,2,0,80,4.5,No,Yes,NotPlaced
2311,3.32,0,3,0,88,4.7,Yes,Yes,NotPlaced
2312,2.8,1,3,1,90,4.7,Yes,Yes,NotPlaced
2313,2.6,1,2,0,80,4.4,No,Yes,NotPlaced
2314,3.28,1,3,0,77,4.3,No,No,NotPlaced
2315,3.48,1,2,1,90,4.6,No,No,NotPlaced
2316,3,1,1,0,76,4.5,Yes,Yes,Placed
2317,3.04,1,1,0,60,4,No,No,NotPlaced
2318,3.04,1,3,0,84,4.1,No,No,NotPlaced
2319,3.32,1,3,2,89,4.7,Yes,Yes,NotPlaced
2320,2.96,0,1,1,90,4.8,Yes,Yes,NotPlaced
2321,3.04,1,2,0,79,4.1,No,Yes,NotPlaced
2322,2.96,1,2,1,62,4.5,Yes,Yes,NotPlaced
2323,3,0,1,1,71,4.4,Yes,Yes,NotPlaced
2324,3.08,1,1,0,75,3.6,No,Yes,NotPlaced
2325,2.6,2,2,1,81,4.8,No,No,NotPlaced
2326,2.96,2,3,1,79,4.4,No,Yes,NotPlaced
2327,3,1,1,0,67,4.3,No,No,NotPlaced
2328,3.12,1,3,0,90,4.6,No,Yes,NotPlaced
2329,3.24,1,1,0,72,4,No,No,NotPlaced
2330,3.2,1,3,0,83,4.1,Yes,Yes,Placed
2331,2.96,2,2,1,78,4.3,Yes,No,NotPlaced
2332,3.44,2,3,2,86,4.1,Yes,Yes,Placed
2333,3.04,1,3,1,73,3.9,Yes,No,Placed
2334,3.2,0,3,2,90,4.8,Yes,Yes,Placed
2335,3.04,1,3,2,90,4.3,Yes,Yes,Placed
2336,2.92,1,1,1,73,4,No,Yes,NotPlaced
2337,3,1,2,1,90,3.4,No,Yes,NotPlaced
2338,3.2,1,3,2,84,4.7,Yes,Yes,Placed
2339,3.4,0,3,3,84,4.6,No,Yes,NotPlaced
2340,3.44,1,3,1,88,4.8,Yes,Yes,NotPlaced
2341,2.64,1,1,0,69,4.2,Yes,Yes,NotPlaced
2342,3.08,1,1,1,79,3.9,No,Yes,NotPlaced
2343,3.48,2,2,1,72,4.6,Yes,Yes,NotPlaced
2344,3,1,2,0,65,3.5,No,No,NotPlaced
2345,2.68,1,1,1,76,4.6,No,No,NotPlaced
2346,2.88,1,3,2,81,4.8,No,Yes,Placed
2347,2.76,1,1,1,76,4.8,Yes,Yes,NotPlaced
2348,3.28,2,3,2,86,4.7,Yes,Yes,Placed
2349,3.4,2,3,2,84,4.6,Yes,Yes,Placed
2350,3.28,0,3,0,90,4.3,Yes,Yes,NotPlaced
2351,2.92,1,1,1,77,4.1,No,No,NotPlaced
2352,3.04,1,2,1,71,4.1,No,Yes,NotPlaced
2353,2.6,1,3,2,85,3.7,Yes,Yes,Placed
2354,2.96,1,3,0,83,3.8,No,Yes,NotPlaced
2355,3.2,2,3,2,90,4.8,Yes,Yes,Placed
2356,3.28,2,1,2,77,4.8,Yes,Yes,NotPlaced
2357,3,1,1,0,66,4.1,No,No,NotPlaced
2358,3.24,2,2,1,90,4.7,Yes,Yes,Placed
2359,2.6,1,3,0,87,4.8,No,No,NotPlaced
2360,3.52,1,3,0,86,4.4,Yes,Yes,NotPlaced
2361,2.96,1,2,1,73,4.5,No,No,NotPlaced
2362,3.28,2,3,2,90,4.7,Yes,Yes,Placed
2363,3.08,1,2,0,74,3.8,Yes,Yes,NotPlaced
2364,3.4,2,3,2,86,4.8,Yes,Yes,Placed
2365,3.44,1,3,1,83,4.7,Yes,Yes,Placed
2366,3.44,1,2,0,86,4.1,Yes,Yes,NotPlaced
2367,3.08,1,3,2,86,4.5,No,Yes,NotPlaced
2368,3.28,2,3,2,90,4.2,Yes,Yes,Placed
2369,2.6,1,2,1,86,4.3,Yes,Yes,Placed
2370,3.6,2,3,2,88,4.8,No,Yes,Placed
2371,3,0,2,1,73,3.6,No,No,NotPlaced
2372,3.12,0,2,0,74,4.2,No,Yes,NotPlaced
2373,3.32,0,3,0,88,3.4,Yes,Yes,Placed
2374,2.6,2,1,1,77,4.2,Yes,Yes,NotPlaced
2375,2.6,0,2,3,85,4.5,Yes,Yes,Placed
2376,2.96,1,1,0,77,3.6,No,No,NotPlaced
2377,3.28,2,3,2,90,4.8,Yes,Yes,Placed
2378,3.4,2,3,2,90,4.8,Yes,Yes,Placed
2379,3.44,2,3,2,90,4.8,Yes,Yes,Placed
2380,3.4,1,1,2,72,4,Yes,Yes,Placed
2381,3.12,1,3,2,83,4.2,Yes,Yes,NotPlaced
2382,3.36,2,3,2,83,4.8,Yes,Yes,Placed
2383,3.4,2,1,1,73,4.5,Yes,No,NotPlaced
2384,3.08,1,1,1,70,4.3,Yes,Yes,NotPlaced
2385,3,1,2,0,81,4.8,Yes,Yes,NotPlaced
2386,2.6,1,3,1,90,4.5,No,No,NotPlaced
2387,3.12,1,2,0,83,4.8,Yes,Yes,Placed
2388,3.04,1,1,1,76,4.2,Yes,Yes,Placed
2389,3.04,1,1,1,85,4.1,No,Yes,NotPlaced
2390,2.6,0,1,0,90,4.5,Yes,Yes,NotPlaced
2391,3.2,2,2,1,82,3.9,Yes,Yes,NotPlaced
2392,3,2,1,1,65,4,No,Yes,NotPlaced
2393,3.12,1,1,0,63,4.4,No,Yes,NotPlaced
2394,2.76,0,3,2,82,4.8,Yes,Yes,Placed
2395,3.44,1,3,2,88,4.6,No,Yes,Placed
2396,2.8,0,3,1,67,3.6,Yes,Yes,NotPlaced
2397,3.52,2,1,2,83,4.8,Yes,Yes,Placed
2398,2.96,1,2,0,87,3.5,No,Yes,NotPlaced
2399,2.68,1,1,1,69,4,No,No,NotPlaced
2400,3.08,1,1,0,72,4.2,No,No,NotPlaced
2401,2.96,1,1,2,68,4.3,No,Yes,NotPlaced
2402,3.32,1,2,0,72,4.2,No,No,NotPlaced
2403,3.28,2,3,0,87,4.7,Yes,Yes,Placed
2404,3.2,1,3,1,77,4.5,Yes,Yes,NotPlaced
2405,3.12,1,1,0,81,4.5,Yes,Yes,NotPlaced
2406,3.04,1,1,2,77,3.9,No,Yes,NotPlaced
2407,3.04,0,1,0,83,3.2,No,No,NotPlaced
2408,2.96,1,3,2,83,4.5,Yes,No,Placed
2409,2.6,1,1,1,79,4.1,No,No,Placed
2410,3.16,1,1,1,76,4.4,Yes,Yes,NotPlaced
2411,3.36,0,3,0,80,4.3,Yes,Yes,NotPlaced
2412,3.48,1,2,2,74,4.1,Yes,Yes,Placed
2413,3.4,2,2,2,89,4.6,Yes,Yes,Placed
2414,3.2,2,3,2,90,4.8,Yes,Yes,Placed
2415,2.96,1,3,0,78,4.6,Yes,Yes,NotPlaced
2416,3.28,2,3,2,87,4.8,Yes,Yes,Placed
2417,2.92,1,2,0,69,3.7,No,Yes,NotPlaced
2418,3,0,3,0,78,4.7,No,No,NotPlaced
2419,3,1,2,0,78,3.9,Yes,Yes,NotPlaced
2420,3.04,0,2,0,68,3.9,No,Yes,NotPlaced
2421,3.16,2,3,3,90,4.7,Yes,No,Placed
2422,3,1,1,0,67,4.2,No,No,NotPlaced
2423,3.04,1,2,2,74,4.2,No,Yes,NotPlaced
2424,3.2,1,2,2,87,4.8,Yes,Yes,Placed
2425,3.04,1,1,1,68,4,No,Yes,NotPlaced
2426,3.2,2,3,2,89,4.1,Yes,Yes,Placed
2427,2.6,0,1,1,84,3.6,No,No,NotPlaced
2428,3.28,1,1,1,87,4.7,Yes,Yes,NotPlaced
2429,2.92,1,1,0,84,3.9,No,Yes,NotPlaced
2430,3.36,2,3,2,90,4.8,Yes,Yes,Placed
2431,3.16,2,3,2,90,4.6,Yes,Yes,Placed
2432,2.96,1,1,1,69,3.9,Yes,Yes,NotPlaced
2433,2.6,0,1,1,76,4.7,Yes,No,NotPlaced
2434,3.08,1,1,0,70,3.9,Yes,Yes,NotPlaced
2435,3.36,0,3,2,90,4.8,Yes,Yes,Placed
2436,3.2,1,2,0,61,3.6,Yes,No,NotPlaced
2437,3.08,0,1,1,90,4.3,Yes,Yes,Placed
2438,3.04,1,2,0,70,4.7,No,Yes,Placed
2439,2.96,0,2,0,76,4.5,No,Yes,NotPlaced
2440,2.72,1,2,0,75,4.2,No,Yes,NotPlaced
2441,3.2,0,3,2,76,4.7,Yes,Yes,Placed
2442,3.36,2,3,2,90,4.5,Yes,Yes,Placed
2443,2.96,2,2,0,69,4.1,No,No,NotPlaced
2444,3.12,1,3,1,75,4.4,Yes,Yes,NotPlaced
2445,2.6,1,1,2,68,3.5,No,No,NotPlaced
2446,3.48,0,3,2,81,4.5,Yes,Yes,Placed
2447,3.36,2,1,1,88,4.8,Yes,Yes,NotPlaced
2448,3.12,0,1,0,67,4.1,Yes,No,NotPlaced
2449,2.68,1,1,0,63,4.6,No,No,NotPlaced
2450,3.44,2,3,2,90,4.8,Yes,Yes,Placed
2451,3.2,1,3,2,82,4.8,No,Yes,Placed
2452,3.12,2,1,0,86,4.3,No,Yes,Placed
2453,3.04,0,1,1,75,3.6,No,Yes,NotPlaced
2454,3.2,1,2,3,74,4,Yes,Yes,Placed
2455,2.88,1,1,0,82,4,No,Yes,Placed
2456,3.16,1,3,0,83,4.8,No,No,NotPlaced
2457,3.12,2,3,2,90,3.9,Yes,Yes,NotPlaced
2458,3.24,0,2,3,72,3.2,Yes,Yes,Placed
2459,3.36,2,3,3,83,4.7,Yes,No,NotPlaced
2460,3.04,1,2,0,71,4.8,No,Yes,NotPlaced
2461,3.36,2,2,0,83,4.8,Yes,No,Placed
2462,3.04,1,1,0,70,4.1,No,No,NotPlaced
2463,3.16,0,1,0,64,4.1,Yes,Yes,NotPlaced
2464,3.04,1,2,1,86,4.4,Yes,Yes,NotPlaced
2465,3,0,2,0,90,4.8,No,Yes,NotPlaced
2466,3.04,1,1,1,84,4.1,No,No,NotPlaced
2467,3,1,2,0,79,4.3,No,Yes,NotPlaced
2468,3.16,1,1,1,89,4,No,Yes,NotPlaced
2469,3.16,2,3,3,78,4.5,Yes,Yes,Placed
2470,3.04,1,3,0,68,4.2,Yes,Yes,NotPlaced
2471,3.24,1,1,0,70,4.3,Yes,No,NotPlaced
2472,3.04,2,1,0,73,4.6,Yes,Yes,NotPlaced
2473,3.16,2,1,2,75,3.9,Yes,No,NotPlaced
2474,3.4,2,3,2,88,4.8,Yes,Yes,NotPlaced
2475,3,2,3,0,88,4.6,Yes,Yes,NotPlaced
2476,3.08,1,2,0,73,3.8,No,Yes,NotPlaced
2477,3.04,1,1,2,67,3.8,No,Yes,Placed
2478,3.32,2,3,2,85,4.5,Yes,Yes,Placed
2479,2.96,1,2,1,72,3.3,Yes,Yes,Placed
2480,3.28,1,1,1,84,3.9,Yes,Yes,Placed
2481,2.64,1,1,1,77,3,No,No,NotPlaced
2482,3.44,1,3,2,90,4.8,Yes,Yes,Placed
2483,3.04,1,2,2,76,4.5,Yes,Yes,NotPlaced
2484,3.44,1,3,0,83,4.8,Yes,Yes,Placed
2485,3.08,1,0,0,75,4.1,Yes,Yes,Placed
2486,3.2,1,2,0,72,4.8,Yes,No,NotPlaced
2487,3.24,1,3,2,85,4.7,Yes,Yes,Placed
2488,2.6,1,2,1,82,4,No,Yes,NotPlaced
2489,3.08,1,3,0,86,4.1,Yes,Yes,NotPlaced
2490,3.28,1,1,2,72,4.4,No,No,NotPlaced
2491,3.08,2,2,2,90,4.8,Yes,Yes,Placed
2492,3.44,1,2,2,90,4.6,Yes,Yes,Placed
2493,3.2,0,1,0,70,3.6,No,No,NotPlaced
2494,3,1,2,0,71,4,Yes,No,NotPlaced
2495,3.16,1,3,2,90,4.6,Yes,Yes,Placed
2496,2.96,1,1,1,66,4,No,Yes,NotPlaced
2497,3.2,0,3,1,80,4.6,Yes,Yes,Placed
2498,3.36,1,2,0,82,4.4,Yes,Yes,NotPlaced
2499,3.04,1,1,0,83,4.3,No,Yes,NotPlaced
2500,3.4,0,1,0,81,4.2,Yes,Yes,Placed
2501,3.2,1,2,0,90,4.3,Yes,Yes,NotPlaced
2502,3.12,0,2,0,80,4.1,No,Yes,Placed
2503,3.08,1,1,0,67,4,No,No,NotPlaced
2504,3.12,2,3,2,84,4.7,Yes,Yes,Placed
2505,3,1,2,2,72,3.9,Yes,Yes,NotPlaced
2506,3.32,1,3,2,90,4.8,Yes,Yes,Placed
2507,3.32,1,0,0,73,4.6,Yes,Yes,Placed
2508,2.76,0,2,0,79,4.1,No,Yes,NotPlaced
2509,2.72,1,1,1,72,4.3,No,Yes,Placed
2510,2.92,1,1,1,66,3.6,No,Yes,NotPlaced
2511,3.28,2,3,2,87,4.8,Yes,Yes,Placed
2512,3.24,0,2,0,81,4.8,No,Yes,NotPlaced
2513,2.72,1,1,1,78,4.1,Yes,No,NotPlaced
2514,3.08,1,2,0,68,3.7,No,Yes,NotPlaced
2515,2.96,2,1,0,74,4.5,Yes,Yes,NotPlaced
2516,3.28,2,3,2,90,4.5,Yes,Yes,Placed
2517,3.2,1,3,0,89,4.5,Yes,Yes,Placed
2518,2.68,2,3,2,85,4.2,Yes,Yes,NotPlaced
2519,2.72,0,1,1,62,3.5,No,No,NotPlaced
2520,3.08,0,2,0,81,4.2,No,Yes,NotPlaced
2521,3.04,1,1,0,69,3.9,No,No,NotPlaced
2522,3.24,1,1,2,76,4,No,Yes,NotPlaced
2523,3,1,2,0,75,3.9,No,No,NotPlaced
2524,3.36,1,3,2,85,4.8,Yes,Yes,Placed
2525,3.12,0,2,1,74,4.5,No,Yes,Placed
2526,2.76,0,1,1,73,3.5,No,Yes,NotPlaced
2527,3.28,0,2,1,68,4.3,Yes,Yes,Placed
2528,2.8,0,1,1,75,4,No,Yes,NotPlaced
2529,2.72,1,2,2,76,3.7,Yes,Yes,NotPlaced
2530,3.32,0,3,0,90,4.8,Yes,Yes,Placed
2531,3.4,2,3,2,87,4.4,Yes,Yes,Placed
2532,2.92,1,1,2,76,4.3,No,No,Placed
2533,3,1,3,0,83,4.7,Yes,Yes,Placed
2534,2.6,1,2,1,78,4.5,No,No,NotPlaced
2535,2.88,1,1,1,73,3.6,No,No,Placed
2536,3.24,1,3,2,90,4.8,Yes,Yes,Placed
2537,2.96,1,1,0,90,4.4,No,Yes,NotPlaced
2538,2.96,0,2,2,78,3.8,No,Yes,NotPlaced
2539,3.36,2,3,2,90,4.8,Yes,Yes,Placed
2540,3,1,3,1,84,4.8,Yes,Yes,Placed
2541,2.72,0,2,2,84,4.5,No,No,NotPlaced
2542,3.36,1,2,2,72,4.6,Yes,Yes,NotPlaced
2543,3.36,1,3,2,90,4.8,Yes,Yes,Placed
2544,3.04,1,2,0,90,4.8,Yes,Yes,Placed
2545,3.28,0,1,1,85,4.7,Yes,No,NotPlaced
2546,3.32,1,3,1,72,4.3,Yes,Yes,NotPlaced
2547,2.76,1,2,1,60,4.8,Yes,Yes,NotPlaced
2548,3.48,1,3,0,87,4.8,Yes,Yes,NotPlaced
2549,3,1,1,1,72,4.4,No,Yes,NotPlaced
2550,3.04,1,2,0,86,4.2,No,Yes,NotPlaced
2551,3.04,2,3,0,78,3.7,Yes,Yes,Placed
2552,3.4,2,1,1,80,3.6,Yes,No,NotPlaced
2553,2.76,2,3,3,80,4.8,Yes,No,Placed
2554,3.2,1,3,2,90,4.8,No,Yes,Placed
2555,3.28,2,3,2,90,4.1,Yes,Yes,Placed
2556,3.28,1,3,2,89,4.5,Yes,Yes,Placed
2557,3.36,1,2,2,86,4.8,No,Yes,Placed
2558,3.28,1,3,2,90,4.8,Yes,Yes,Placed
2559,3,0,1,0,77,4.3,No,Yes,NotPlaced
2560,3.36,1,3,2,90,4.8,Yes,Yes,Placed
2561,3.32,2,3,2,90,4.8,Yes,Yes,Placed
2562,3.36,0,2,2,86,4.7,Yes,Yes,NotPlaced
2563,3,1,2,0,77,4.8,No,Yes,NotPlaced
2564,3.04,1,1,2,73,4.2,Yes,No,NotPlaced
2565,3.04,2,2,2,79,4.8,Yes,Yes,Placed
2566,3.32,1,2,0,76,4.4,Yes,Yes,Placed
2567,3,1,1,0,68,4.8,No,Yes,NotPlaced
2568,2.96,1,1,0,66,3.8,Yes,Yes,NotPlaced
2569,3.32,0,1,1,69,4.1,Yes,Yes,NotPlaced
2570,3.36,1,3,2,90,4.7,Yes,Yes,Placed
2571,2.84,1,1,0,74,4.7,Yes,No,NotPlaced
2572,3.36,0,2,0,81,3.8,Yes,Yes,Placed
2573,3.24,0,3,2,87,4.8,Yes,No,Placed
2574,2.96,1,1,3,74,4.1,No,Yes,NotPlaced
2575,3.12,1,1,2,62,3.9,No,No,NotPlaced
2576,3.28,2,3,0,81,4.7,Yes,No,NotPlaced
2577,2.96,1,3,2,87,4.4,No,Yes,NotPlaced
2578,2.64,1,1,1,83,3.9,Yes,No,NotPlaced
2579,2.68,0,2,0,82,4.3,No,Yes,NotPlaced
2580,2.6,0,1,1,73,3.8,No,Yes,NotPlaced
2581,3.2,0,1,1,67,4.1,Yes,Yes,Placed
2582,3.16,1,3,0,78,4.2,No,Yes,Placed
2583,2.6,2,3,2,81,3.3,No,Yes,Placed
2584,3.48,2,3,2,90,4.8,Yes,Yes,Placed
2585,3.52,2,3,2,85,4.7,Yes,No,Placed
2586,2.64,1,1,0,60,4.2,No,Yes,NotPlaced
2587,2.96,1,2,0,73,3.3,No,Yes,NotPlaced
2588,3.52,1,1,0,69,4.7,Yes,Yes,NotPlaced
2589,2.92,2,2,1,85,4.8,No,No,NotPlaced
2590,3.4,2,3,2,90,4.7,No,Yes,Placed
2591,3.16,2,2,1,88,4.5,Yes,Yes,Placed
2592,2.64,1,3,2,76,4.5,Yes,Yes,Placed
2593,3.28,2,2,0,72,4.8,No,Yes,NotPlaced
2594,3,1,2,1,76,4.2,No,Yes,NotPlaced
2595,3.08,1,1,0,73,4,Yes,Yes,Placed
2596,3.28,2,3,2,90,4.8,Yes,Yes,Placed
2597,3,1,2,1,77,4.6,Yes,Yes,NotPlaced
2598,2.84,1,1,1,87,4.2,No,No,NotPlaced
2599,3.08,1,2,0,84,4.7,No,Yes,NotPlaced
2600,2.92,1,1,0,68,4.3,No,No,NotPlaced
2601,3.16,0,1,0,69,3.8,No,Yes,NotPlaced
2602,3.28,0,2,2,90,4.8,Yes,Yes,Placed
2603,2.72,1,1,0,80,4.3,No,Yes,Placed
2604,2.92,1,1,0,62,4.1,No,No,NotPlaced
2605,3.16,2,3,2,90,4.7,Yes,Yes,Placed
2606,3.36,2,3,2,90,4.8,Yes,Yes,Placed
2607,3.44,2,3,2,79,4.8,Yes,Yes,Placed
2608,3.4,1,1,0,80,4.6,No,No,NotPlaced
2609,3.12,2,3,0,81,4.5,Yes,Yes,NotPlaced
2610,2.92,0,3,2,90,4.1,Yes,Yes,Placed
2611,3.04,0,1,1,65,4.2,Yes,Yes,NotPlaced
2612,3.4,0,2,2,86,4.8,No,Yes,Placed
2613,3.4,2,3,2,90,4.8,Yes,Yes,Placed
2614,3.36,2,3,2,90,4.5,Yes,Yes,NotPlaced
2615,3.08,0,1,1,72,3.8,Yes,Yes,NotPlaced
2616,3.08,0,2,0,80,4.3,No,Yes,NotPlaced
2617,2.96,2,1,2,90,4.7,Yes,Yes,NotPlaced
2618,2.64,1,1,0,72,4.1,Yes,No,Placed
2619,2.96,1,0,1,67,3.6,No,No,NotPlaced
2620,3.16,2,1,0,77,4.3,Yes,No,NotPlaced
2621,3.44,2,3,2,84,4.5,Yes,Yes,Placed
2622,3,1,1,1,69,3.7,No,No,NotPlaced
2623,2.68,1,1,0,70,3.6,No,No,NotPlaced
2624,3.12,1,3,2,90,4.1,Yes,No,NotPlaced
2625,3.08,1,1,0,82,3.7,No,Yes,Placed
2626,3.04,1,1,0,89,4.2,No,Yes,NotPlaced
2627,2.64,1,1,0,87,4.8,No,No,NotPlaced
2628,2.68,2,1,2,77,4.1,No,Yes,NotPlaced
2629,3,1,1,1,65,3.7,Yes,Yes,NotPlaced
2630,3.36,1,3,1,80,4.4,Yes,Yes,NotPlaced
2631,3.04,1,3,0,80,4.7,No,No,NotPlaced
2632,3,1,2,0,62,3.9,No,No,NotPlaced
2633,3.36,2,2,0,80,4,Yes,No,NotPlaced
2634,3,1,1,0,80,4.7,No,No,Placed
2635,3.16,1,2,1,86,4.6,Yes,Yes,Placed
2636,2.6,0,1,0,76,4.6,Yes,Yes,NotPlaced
2637,3.32,1,3,2,90,4.8,Yes,Yes,Placed
2638,3.24,1,3,2,86,4.6,Yes,Yes,Placed
2639,3.04,0,1,0,69,3.4,No,No,NotPlaced
2640,3.36,2,3,2,90,4.8,Yes,Yes,Placed
2641,3.2,0,1,0,81,3.1,No,No,NotPlaced
2642,3.24,1,2,0,89,4.8,Yes,Yes,NotPlaced
2643,3.4,0,2,1,89,4.8,Yes,Yes,Placed
2644,3.56,2,1,2,90,4.7,Yes,Yes,Placed
2645,2.92,1,1,1,80,4.7,No,No,NotPlaced
2646,2.8,2,1,0,75,3.8,Yes,Yes,Placed
2647,2.72,1,1,1,65,4.5,No,Yes,NotPlaced
2648,2.96,0,1,0,72,3.6,No,No,NotPlaced
2649,3.4,1,3,1,89,4.6,Yes,Yes,NotPlaced
2650,3.16,2,1,3,70,4,Yes,Yes,Placed
2651,3.4,1,2,0,85,4.3,No,Yes,Placed
2652,3.04,0,2,2,76,4.2,Yes,Yes,NotPlaced
2653,3.12,2,3,2,90,4.6,Yes,Yes,Placed
2654,2.92,1,1,1,67,3.4,No,No,NotPlaced
2655,3.4,1,3,3,88,4.4,Yes,Yes,Placed
2656,3.4,2,2,2,90,4.8,Yes,Yes,Placed
2657,2.6,0,1,2,63,3.9,No,No,NotPlaced
2658,2.96,1,3,2,83,4.8,No,Yes,Placed
2659,3.04,1,2,0,75,3.9,Yes,Yes,NotPlaced
2660,3,1,3,2,78,4.6,Yes,Yes,Placed
2661,3.4,2,2,3,67,4.6,Yes,No,NotPlaced
2662,3,1,2,0,74,4.3,No,No,NotPlaced
2663,2.6,1,1,1,72,4.4,No,No,NotPlaced
2664,3.08,0,3,0,83,4.2,Yes,Yes,NotPlaced
2665,3,0,1,0,80,4.5,Yes,Yes,NotPlaced
2666,3.04,1,3,0,72,4,Yes,No,NotPlaced
2667,3.28,2,3,2,90,4.8,Yes,Yes,Placed
2668,2.6,0,1,1,60,3.2,No,No,NotPlaced
2669,2.76,0,1,0,73,3,No,No,NotPlaced
2670,3.44,2,3,2,90,4.8,Yes,Yes,Placed
2671,2.72,1,1,0,82,4.2,No,No,NotPlaced
2672,3.36,1,1,1,82,4.3,Yes,Yes,NotPlaced
2673,2.68,1,2,0,90,4.7,Yes,Yes,Placed
2674,3,1,1,2,78,4.4,No,Yes,NotPlaced
2675,3.24,1,1,1,78,4.3,No,Yes,NotPlaced
2676,3.32,1,3,1,81,4.3,Yes,Yes,NotPlaced
2677,2.6,0,1,0,72,4.6,No,No,NotPlaced
2678,2.88,1,2,3,78,4.5,Yes,Yes,NotPlaced
2679,3.4,1,3,2,84,4.6,Yes,Yes,Placed
2680,2.88,1,1,1,66,3.8,Yes,No,NotPlaced
2681,2.6,1,1,0,77,3.9,Yes,No,NotPlaced
2682,2.6,1,1,1,79,3.8,No,Yes,NotPlaced
2683,2.6,0,2,0,79,3.6,No,Yes,NotPlaced
2684,2.6,1,2,0,73,3.6,Yes,Yes,NotPlaced
2685,2.8,1,2,0,72,4.1,No,Yes,NotPlaced
2686,3.36,1,3,1,83,4.2,Yes,Yes,Placed
2687,3.16,1,3,0,83,4.6,Yes,Yes,Placed
2688,3.4,2,3,1,90,4.7,Yes,Yes,Placed
